Spider VIP Firmware - Signature Map
File: F:\Satelite\Spider VIP\SPIDER-VIP_v1.00.92_20260507.mupg
Size: 530,280,116 bytes

== Header ==
upgrade_type  : all
0x0008FD1677  ext2/3/4 superblock magic (@0x438)
0x0008FDDA04  JFFS2 node (little-endian)
0x0008FDF5FF  JFFS2 node (big-endian)
0x0008FDFB03  ext2/3/4 superblock magic (@0x438)
0x0008FE13D9  ext2/3/4 superblock magic (@0x438)
0x0008FE1B46  ext2/3/4 superblock magic (@0x438)
0x0008FE9E40  ext2/3/4 superblock magic (@0x438)
0x0008FEB2A7  ext2/3/4 superblock magic (@0x438)
0x0008FEB348  JFFS2 node (little-endian)
0x0008FFC299  ext2/3/4 superblock magic (@0x438)
0x0008FFDDB1  JFFS2 node (big-endian)
0x0009004A42  JFFS2 node (big-endian)
0x0009010902  JFFS2 node (little-endian)
0x0009019C06  ext2/3/4 superblock magic (@0x438)
0x000901A1BE  JFFS2 node (big-endian)
0x000901B415  ext2/3/4 superblock magic (@0x438)
0x000901BA14  JFFS2 node (little-endian)
0x0009026BAA  JFFS2 node (big-endian)
0x000902A591  JFFS2 node (big-endian)
0x000902DB19  JFFS2 node (little-endian)
0x000902F224  ext2/3/4 superblock magic (@0x438)
0x0009031240  JFFS2 node (big-endian)
0x0009031657  ext2/3/4 superblock magic (@0x438)
0x00090327BD  JFFS2 node (little-endian)
0x000903ABC2  ext2/3/4 superblock magic (@0x438)
0x000903D2BC  JFFS2 node (big-endian)
0x000905C35B  ext2/3/4 superblock magic (@0x438)
0x0009063364  ext2/3/4 superblock magic (@0x438)
0x0009065A94  JFFS2 node (little-endian)
0x0009068108  JFFS2 node (little-endian)
0x000907680D  JFFS2 node (big-endian)
0x000907BA7A  ext2/3/4 superblock magic (@0x438)
0x000909424B  ext2/3/4 superblock magic (@0x438)
0x000909D5F6  ext2/3/4 superblock magic (@0x438)
0x00090A2BBD  ext2/3/4 superblock magic (@0x438)
0x00090A2C15  ext2/3/4 superblock magic (@0x438)
0x00090A7DFC  JFFS2 node (little-endian)
0x00090ACB81  ext2/3/4 superblock magic (@0x438)
0x00090B00CC  JFFS2 node (big-endian)
0x00090C0F33  ext2/3/4 superblock magic (@0x438)
0x00090CAD88  JFFS2 node (little-endian)
0x00090D7ECC  ext2/3/4 superblock magic (@0x438)
0x00090DF19D  ext2/3/4 superblock magic (@0x438)
0x00090E111E  ext2/3/4 superblock magic (@0x438)
0x00090E51B8  ext2/3/4 superblock magic (@0x438)
0x00090E7242  JFFS2 node (big-endian)
0x00090ECAEA  JFFS2 node (big-endian)
0x00090F08AB  JFFS2 node (little-endian)
0x00090F8CB3  ext2/3/4 superblock magic (@0x438)
0x00090FD718  JFFS2 node (big-endian)
0x000910A7F0  JFFS2 node (big-endian)
0x0009116418  ext2/3/4 superblock magic (@0x438)
0x000911E609  ext2/3/4 superblock magic (@0x438)
0x000912B6E0  JFFS2 node (little-endian)
0x000913AAF9  ext2/3/4 superblock magic (@0x438)
0x000913E920  ext2/3/4 superblock magic (@0x438)
0x0009143912  ext2/3/4 superblock magic (@0x438)
0x0009143F5A  ext2/3/4 superblock magic (@0x438)
0x000914505C  JFFS2 node (little-endian)
0x0009151639  JFFS2 node (big-endian)
0x000915A201  ext2/3/4 superblock magic (@0x438)
0x000915BE38  ext2/3/4 superblock magic (@0x438)
0x000915F2EC  JFFS2 node (big-endian)
0x0009167143  JFFS2 node (big-endian)
0x0009177DBF  ext2/3/4 superblock magic (@0x438)
0x000917B6E3  ext2/3/4 superblock magic (@0x438)
0x000917BD01  JFFS2 node (big-endian)
0x000917C30B  ext2/3/4 superblock magic (@0x438)
0x000918A324  JFFS2 node (little-endian)
0x000918FC03  ext2/3/4 superblock magic (@0x438)
0x00091937A5  JFFS2 node (little-endian)
0x00091988FA  ext2/3/4 superblock magic (@0x438)
0x000919901D  ext2/3/4 superblock magic (@0x438)
0x0009199199  JFFS2 node (big-endian)
0x00091A2A97  JFFS2 node (little-endian)
0x00091A5E74  JFFS2 node (big-endian)
0x00091A7E21  ext2/3/4 superblock magic (@0x438)
0x00091BE75B  ext2/3/4 superblock magic (@0x438)
0x00091C3581  ext2/3/4 superblock magic (@0x438)
0x00091C5224  ext2/3/4 superblock magic (@0x438)
0x00091CC04F  JFFS2 node (little-endian)
0x00091D3E48  JFFS2 node (little-endian)
0x00091D6927  ext2/3/4 superblock magic (@0x438)
0x00091D7AAD  JFFS2 node (big-endian)
0x00091D89D0  JFFS2 node (big-endian)
0x00091D8C9E  ext2/3/4 superblock magic (@0x438)
0x00091DB84F  ext2/3/4 superblock magic (@0x438)
0x00091DE8AD  JFFS2 node (big-endian)
0x00091E0866  ext2/3/4 superblock magic (@0x438)
0x00091E1C59  JFFS2 node (little-endian)
0x00091E7D6D  ext2/3/4 superblock magic (@0x438)
0x00091EDFF2  JFFS2 node (big-endian)
0x00091F135F  JFFS2 node (big-endian)
0x00091F459E  JFFS2 node (big-endian)
0x00091F63C0  JFFS2 node (little-endian)
0x00091F883E  ext2/3/4 superblock magic (@0x438)
0x00092027E4  JFFS2 node (little-endian)
0x0009214139  JFFS2 node (little-endian)
0x00092148F0  ext2/3/4 superblock magic (@0x438)
0x00092170D8  ext2/3/4 superblock magic (@0x438)
0x0009219A1D  ext2/3/4 superblock magic (@0x438)
0x000921B73D  ext2/3/4 superblock magic (@0x438)
0x000921F264  JFFS2 node (little-endian)
0x000921F492  JFFS2 node (little-endian)
0x00092251C2  JFFS2 node (big-endian)
0x000922AF47  JFFS2 node (big-endian)
0x000922B4BE  JFFS2 node (little-endian)
0x0009233F92  ext2/3/4 superblock magic (@0x438)
0x0009238764  ext2/3/4 superblock magic (@0x438)
0x0009246ACF  ext2/3/4 superblock magic (@0x438)
0x0009250EE6  JFFS2 node (big-endian)
0x0009264C22  ext2/3/4 superblock magic (@0x438)
0x00092659F5  ext2/3/4 superblock magic (@0x438)
0x000927CDAB  ext2/3/4 superblock magic (@0x438)
0x000927ED76  ext2/3/4 superblock magic (@0x438)
0x0009280AFC  JFFS2 node (little-endian)
0x00092855D1  ext2/3/4 superblock magic (@0x438)
0x00092879F3  JFFS2 node (big-endian)
0x000929CBDD  JFFS2 node (little-endian)
0x000929EB18  JFFS2 node (little-endian)
0x00092A22B1  ext2/3/4 superblock magic (@0x438)
0x00092BF062  JFFS2 node (little-endian)
0x00092C40B2  JFFS2 node (little-endian)
0x00092C465D  JFFS2 node (big-endian)
0x00092C51C8  JFFS2 node (little-endian)
0x00092C7DEA  ext2/3/4 superblock magic (@0x438)
0x00092CEBC7  ext2/3/4 superblock magic (@0x438)
0x00092D10A6  ext2/3/4 superblock magic (@0x438)
0x00092D758B  JFFS2 node (big-endian)
0x00092D8FDE  ext2/3/4 superblock magic (@0x438)
0x00092DC506  ext2/3/4 superblock magic (@0x438)
0x00092DCCDF  ext2/3/4 superblock magic (@0x438)
0x00092DF216  ext2/3/4 superblock magic (@0x438)
0x00092E3F3A  JFFS2 node (big-endian)
0x00092EB056  ext2/3/4 superblock magic (@0x438)
0x00092EC2D9  JFFS2 node (big-endian)
0x00092EC439  ext2/3/4 superblock magic (@0x438)
0x00092F0B40  ext2/3/4 superblock magic (@0x438)
0x00092F305F  ext2/3/4 superblock magic (@0x438)
0x00092F593D  JFFS2 node (big-endian)
0x0009302C68  ext2/3/4 superblock magic (@0x438)
0x0009303D29  ext2/3/4 superblock magic (@0x438)
0x0009307616  ext2/3/4 superblock magic (@0x438)
0x0009307B4D  ext2/3/4 superblock magic (@0x438)
0x0009312D3C  ext2/3/4 superblock magic (@0x438)
0x0009312F3E  JFFS2 node (little-endian)
0x000932676E  JFFS2 node (little-endian)
0x0009329483  ext2/3/4 superblock magic (@0x438)
0x000932F3EC  JFFS2 node (little-endian)
0x000932FE2F  ext2/3/4 superblock magic (@0x438)
0x0009348C28  JFFS2 node (little-endian)
0x000934B87F  ext2/3/4 superblock magic (@0x438)
0x0009355052  ext2/3/4 superblock magic (@0x438)
0x0009362F5B  JFFS2 node (big-endian)
0x000936FD0B  JFFS2 node (big-endian)
0x00093788B0  ext2/3/4 superblock magic (@0x438)
0x000937C599  JFFS2 node (little-endian)
0x000937F084  ext2/3/4 superblock magic (@0x438)
0x0009381E7C  ext2/3/4 superblock magic (@0x438)
0x0009381FFA  ext2/3/4 superblock magic (@0x438)
0x00093850A0  JFFS2 node (big-endian)
0x0009395979  ext2/3/4 superblock magic (@0x438)
0x000939E52D  JFFS2 node (big-endian)
0x00093A83C2  JFFS2 node (big-endian)
0x00093A90A5  JFFS2 node (little-endian)
0x00093C5F38  JFFS2 node (big-endian)
0x00093CA3A5  JFFS2 node (big-endian)
0x00093DA2BC  JFFS2 node (big-endian)
0x00093E0911  ext2/3/4 superblock magic (@0x438)
0x00093E3A0E  ext2/3/4 superblock magic (@0x438)
0x00093E821A  JFFS2 node (big-endian)
0x00093ECFAE  ext2/3/4 superblock magic (@0x438)
0x00093FB39F  JFFS2 node (little-endian)
0x0009405013  JFFS2 node (big-endian)
0x000940D950  ext2/3/4 superblock magic (@0x438)
0x0009418AF8  ext2/3/4 superblock magic (@0x438)
0x0009424292  JFFS2 node (little-endian)
0x0009424713  ext2/3/4 superblock magic (@0x438)
0x00094275B3  ext2/3/4 superblock magic (@0x438)
0x0009429C2A  ext2/3/4 superblock magic (@0x438)
0x000942BF35  JFFS2 node (big-endian)
0x000943154A  JFFS2 node (big-endian)
0x000943ED52  JFFS2 node (little-endian)
0x0009446E71  JFFS2 node (big-endian)
0x0009450936  ext2/3/4 superblock magic (@0x438)
0x0009451EC2  ext2/3/4 superblock magic (@0x438)
0x000945FEED  ext2/3/4 superblock magic (@0x438)
0x0009460ACC  ext2/3/4 superblock magic (@0x438)
0x0009467729  JFFS2 node (big-endian)
0x0009467E03  JFFS2 node (big-endian)
0x000946808A  JFFS2 node (big-endian)
0x000946A9B5  JFFS2 node (big-endian)
0x0009470C3A  ext2/3/4 superblock magic (@0x438)
0x0009476365  JFFS2 node (big-endian)
0x00094790F5  ext2/3/4 superblock magic (@0x438)
0x000947FA47  ext2/3/4 superblock magic (@0x438)
0x000948A553  ext2/3/4 superblock magic (@0x438)
0x000949B16C  ext2/3/4 superblock magic (@0x438)
0x000949C9E0  ext2/3/4 superblock magic (@0x438)
0x000949DF41  ext2/3/4 superblock magic (@0x438)
0x000949E80B  ext2/3/4 superblock magic (@0x438)
0x00094A04AF  ext2/3/4 superblock magic (@0x438)
0x00094A64AC  JFFS2 node (big-endian)
0x00094B4682  ext2/3/4 superblock magic (@0x438)
0x00094B5655  ext2/3/4 superblock magic (@0x438)
0x00094BF3AE  ext2/3/4 superblock magic (@0x438)
0x00094C3627  ext2/3/4 superblock magic (@0x438)
0x00094C3E56  ext2/3/4 superblock magic (@0x438)
0x00094C576A  ext2/3/4 superblock magic (@0x438)
0x00094CAE4E  ext2/3/4 superblock magic (@0x438)
0x00094E0858  JFFS2 node (little-endian)
0x00094E31F1  ext2/3/4 superblock magic (@0x438)
0x00094E9B78  ext2/3/4 superblock magic (@0x438)
0x00094F8D22  ext2/3/4 superblock magic (@0x438)
0x00094FEB2D  JFFS2 node (little-endian)
0x0009500304  ext2/3/4 superblock magic (@0x438)
0x000950EE7C  ext2/3/4 superblock magic (@0x438)
0x0009515AFC  JFFS2 node (little-endian)
0x0009515B69  JFFS2 node (little-endian)
0x0009516CDD  ext2/3/4 superblock magic (@0x438)
0x00095245FD  JFFS2 node (big-endian)
0x000952A58F  JFFS2 node (big-endian)
0x000952A72C  JFFS2 node (big-endian)
0x0009541B91  JFFS2 node (little-endian)
0x0009549060  ext2/3/4 superblock magic (@0x438)
0x0009553872  JFFS2 node (big-endian)
0x00095590D9  ext2/3/4 superblock magic (@0x438)
0x000955B260  ext2/3/4 superblock magic (@0x438)
0x000956C157  JFFS2 node (big-endian)
0x000956CDBA  JFFS2 node (big-endian)
0x0009574AD9  JFFS2 node (big-endian)
0x0009578E35  JFFS2 node (big-endian)
0x0009579638  ext2/3/4 superblock magic (@0x438)
0x0009579FA8  ext2/3/4 superblock magic (@0x438)
0x0009583076  ext2/3/4 superblock magic (@0x438)
0x00095881C5  ext2/3/4 superblock magic (@0x438)
0x0009598953  ext2/3/4 superblock magic (@0x438)
0x000959C020  JFFS2 node (little-endian)
0x00095A1682  ext2/3/4 superblock magic (@0x438)
0x00095A8230  ext2/3/4 superblock magic (@0x438)
0x00095AD9F3  ext2/3/4 superblock magic (@0x438)
0x00095B186B  ext2/3/4 superblock magic (@0x438)
0x00095B1B05  ext2/3/4 superblock magic (@0x438)
0x00095C7769  JFFS2 node (little-endian)
0x00095C807D  ext2/3/4 superblock magic (@0x438)
0x00095CC253  JFFS2 node (little-endian)
0x00095CC6AA  JFFS2 node (little-endian)
0x00095CD11F  JFFS2 node (little-endian)
0x00095D4EDB  JFFS2 node (big-endian)
0x00095D5A73  JFFS2 node (big-endian)
0x00095D771B  JFFS2 node (little-endian)
0x00095DD84E  ext2/3/4 superblock magic (@0x438)
0x00095E3B81  JFFS2 node (big-endian)
0x00095EAA6A  ext2/3/4 superblock magic (@0x438)
0x00095F5EAB  JFFS2 node (big-endian)
0x0009600BEB  JFFS2 node (big-endian)
0x000960D326  JFFS2 node (big-endian)
0x000961002B  JFFS2 node (little-endian)
0x00096125F1  ext2/3/4 superblock magic (@0x438)
0x0009615B8D  JFFS2 node (big-endian)
0x0009622A7C  ext2/3/4 superblock magic (@0x438)
0x00096260A8  ext2/3/4 superblock magic (@0x438)
0x0009626A72  JFFS2 node (little-endian)
0x000963B316  JFFS2 node (little-endian)
0x0009644A92  ext2/3/4 superblock magic (@0x438)
0x000965149D  ext2/3/4 superblock magic (@0x438)
0x0009651F15  ext2/3/4 superblock magic (@0x438)
0x000965264A  ext2/3/4 superblock magic (@0x438)
0x000966A15E  JFFS2 node (little-endian)
0x000966CBCF  JFFS2 node (little-endian)
0x000966FF38  ext2/3/4 superblock magic (@0x438)
0x0009676A50  ext2/3/4 superblock magic (@0x438)
0x000967BB09  JFFS2 node (little-endian)
0x000967D1B7  ext2/3/4 superblock magic (@0x438)
0x000967D5F3  ext2/3/4 superblock magic (@0x438)
0x0009686944  ext2/3/4 superblock magic (@0x438)
0x00096899E5  JFFS2 node (big-endian)
0x0009689D24  ext2/3/4 superblock magic (@0x438)
0x0009693722  ext2/3/4 superblock magic (@0x438)
0x000969A823  ext2/3/4 superblock magic (@0x438)
0x00096A432C  ext2/3/4 superblock magic (@0x438)
0x00096BAAD0  ext2/3/4 superblock magic (@0x438)
0x00096C04CF  ext2/3/4 superblock magic (@0x438)
0x00096C1710  ext2/3/4 superblock magic (@0x438)
0x00096C2CEC  JFFS2 node (little-endian)
0x00096C70FE  JFFS2 node (little-endian)
0x00096D28A3  JFFS2 node (big-endian)
0x00096DD47D  ext2/3/4 superblock magic (@0x438)
0x00096E0A98  JFFS2 node (big-endian)
0x00096E6061  ext2/3/4 superblock magic (@0x438)
0x00096E850A  JFFS2 node (big-endian)
0x00096EE22B  JFFS2 node (big-endian)
0x00096F6010  ext2/3/4 superblock magic (@0x438)
0x0009702363  JFFS2 node (big-endian)
0x000971C06E  ext2/3/4 superblock magic (@0x438)
0x000971E86F  ext2/3/4 superblock magic (@0x438)
0x00097340A3  JFFS2 node (little-endian)
0x0009740D8B  ext2/3/4 superblock magic (@0x438)
0x0009741414  JFFS2 node (little-endian)
0x0009745430  ext2/3/4 superblock magic (@0x438)
0x00097469A0  JFFS2 node (little-endian)
0x000974C5C6  JFFS2 node (little-endian)
0x000974DBD4  ext2/3/4 superblock magic (@0x438)
0x000974F29D  ext2/3/4 superblock magic (@0x438)
0x000975FA67  JFFS2 node (little-endian)
0x00097609FC  JFFS2 node (big-endian)
0x000976BD0C  ext2/3/4 superblock magic (@0x438)
0x000976DD72  JFFS2 node (big-endian)
0x0009774117  JFFS2 node (big-endian)
0x000977668A  JFFS2 node (big-endian)
0x00097798B6  ext2/3/4 superblock magic (@0x438)
0x000977E621  JFFS2 node (little-endian)
0x0009786DE6  JFFS2 node (big-endian)
0x000979C6EA  JFFS2 node (big-endian)
0x00097A1927  ext2/3/4 superblock magic (@0x438)
0x00097AA03D  JFFS2 node (little-endian)
0x00097B05D5  JFFS2 node (little-endian)
0x00097B2AC0  JFFS2 node (little-endian)
0x00097B71C5  ext2/3/4 superblock magic (@0x438)
0x00097BCE70  JFFS2 node (big-endian)
0x00097BE4B6  JFFS2 node (little-endian)
0x00097BF19D  JFFS2 node (little-endian)
0x00097C804F  JFFS2 node (little-endian)
0x00097CB0D2  JFFS2 node (little-endian)
0x00097D21A6  JFFS2 node (little-endian)
0x00097D617E  JFFS2 node (little-endian)
0x00097E32E6  JFFS2 node (big-endian)
0x00097EAC47  ext2/3/4 superblock magic (@0x438)
0x00097EDF08  ext2/3/4 superblock magic (@0x438)
0x00097EDFEC  JFFS2 node (big-endian)
0x00097EF0C3  JFFS2 node (little-endian)
0x00097F5594  ext2/3/4 superblock magic (@0x438)
0x00097FBB0D  ext2/3/4 superblock magic (@0x438)
0x000980FF2A  JFFS2 node (big-endian)
0x00098153C9  ext2/3/4 superblock magic (@0x438)
0x000981AD0E  JFFS2 node (big-endian)
0x0009820BDD  JFFS2 node (little-endian)
0x0009820C3F  ext2/3/4 superblock magic (@0x438)
0x0009820C51  JFFS2 node (little-endian)
0x00098214D6  ext2/3/4 superblock magic (@0x438)
0x000982D591  ext2/3/4 superblock magic (@0x438)
0x000982E2E7  ext2/3/4 superblock magic (@0x438)
0x0009833F4E  ext2/3/4 superblock magic (@0x438)
0x000983440A  JFFS2 node (little-endian)
0x00098375F5  ext2/3/4 superblock magic (@0x438)
0x0009847F69  JFFS2 node (little-endian)
0x000984F472  ext2/3/4 superblock magic (@0x438)
0x000985289E  JFFS2 node (little-endian)
0x00098559CD  ext2/3/4 superblock magic (@0x438)
0x000985ACD5  ext2/3/4 superblock magic (@0x438)
0x000985CDFF  ext2/3/4 superblock magic (@0x438)
0x0009863A74  JFFS2 node (big-endian)
0x0009869649  ext2/3/4 superblock magic (@0x438)
0x0009872A07  JFFS2 node (big-endian)
0x0009878A8C  ext2/3/4 superblock magic (@0x438)
0x000987B6DB  ext2/3/4 superblock magic (@0x438)
0x000987E7B6  JFFS2 node (big-endian)
0x0009880296  ext2/3/4 superblock magic (@0x438)
0x00098853C9  JFFS2 node (little-endian)
0x0009886815  ext2/3/4 superblock magic (@0x438)
0x000988A37A  JFFS2 node (big-endian)
0x000988BA26  ext2/3/4 superblock magic (@0x438)
0x000988D669  JFFS2 node (big-endian)
0x000988EB9A  JFFS2 node (little-endian)
0x000988FF9C  JFFS2 node (big-endian)
0x0009896D3B  JFFS2 node (little-endian)
0x000989BD87  ext2/3/4 superblock magic (@0x438)
0x00098A0383  JFFS2 node (little-endian)
0x00098A28A9  JFFS2 node (little-endian)
0x00098A32C2  ext2/3/4 superblock magic (@0x438)
0x00098A3FD9  JFFS2 node (little-endian)
0x00098AF6FF  ext2/3/4 superblock magic (@0x438)
0x00098BC11D  ext2/3/4 superblock magic (@0x438)
0x00098C24B4  ext2/3/4 superblock magic (@0x438)
0x00098C6948  ext2/3/4 superblock magic (@0x438)
0x00098D2B3D  JFFS2 node (big-endian)
0x00098D436F  JFFS2 node (big-endian)
0x00098D7B13  JFFS2 node (big-endian)
0x00098E1802  ext2/3/4 superblock magic (@0x438)
0x00098EE1E1  JFFS2 node (little-endian)
0x00098FC710  ext2/3/4 superblock magic (@0x438)
0x00099015FB  JFFS2 node (little-endian)
0x0009908C5F  ext2/3/4 superblock magic (@0x438)
0x0009908DA0  ext2/3/4 superblock magic (@0x438)
0x000990F1B3  JFFS2 node (little-endian)
0x000991C94D  ext2/3/4 superblock magic (@0x438)
0x000991FCF3  JFFS2 node (little-endian)
0x0009920ADB  ext2/3/4 superblock magic (@0x438)
0x000992688B  JFFS2 node (big-endian)
0x00099324E7  ext2/3/4 superblock magic (@0x438)
0x0009935BEE  ext2/3/4 superblock magic (@0x438)
0x0009958359  JFFS2 node (little-endian)
0x0009963C6C  JFFS2 node (little-endian)
0x000997489A  ext2/3/4 superblock magic (@0x438)
0x0009977586  ext2/3/4 superblock magic (@0x438)
0x0009978BA3  ext2/3/4 superblock magic (@0x438)
0x00099812B1  ext2/3/4 superblock magic (@0x438)
0x00099836BB  JFFS2 node (little-endian)
0x00099847A0  JFFS2 node (big-endian)
0x000998BD35  ext2/3/4 superblock magic (@0x438)
0x000998D695  JFFS2 node (little-endian)
0x000998FB08  ext2/3/4 superblock magic (@0x438)
0x0009990551  ext2/3/4 superblock magic (@0x438)
0x000999F29B  JFFS2 node (little-endian)
0x00099A5BC3  JFFS2 node (little-endian)
0x00099A6A3C  ext2/3/4 superblock magic (@0x438)
0x00099ADFE0  JFFS2 node (big-endian)
0x00099AE415  JFFS2 node (little-endian)
0x00099C14E0  JFFS2 node (big-endian)
0x00099C836D  ext2/3/4 superblock magic (@0x438)
0x00099DEE2C  JFFS2 node (big-endian)
0x00099E468A  JFFS2 node (big-endian)
0x00099E5545  ext2/3/4 superblock magic (@0x438)
0x00099EDC4C  JFFS2 node (little-endian)
0x00099EE0A9  ext2/3/4 superblock magic (@0x438)
0x00099F1E25  ext2/3/4 superblock magic (@0x438)
0x00099F86A8  ext2/3/4 superblock magic (@0x438)
0x0009A09343  JFFS2 node (big-endian)
0x0009A0AB96  ext2/3/4 superblock magic (@0x438)
0x0009A12168  ext2/3/4 superblock magic (@0x438)
0x0009A21E88  ext2/3/4 superblock magic (@0x438)
0x0009A24E91  ext2/3/4 superblock magic (@0x438)
0x0009A28B54  ext2/3/4 superblock magic (@0x438)
0x0009A302B8  ext2/3/4 superblock magic (@0x438)
0x0009A33351  ext2/3/4 superblock magic (@0x438)
0x0009A3B6C4  ext2/3/4 superblock magic (@0x438)
0x0009A4B47A  JFFS2 node (little-endian)
0x0009A4B8EE  JFFS2 node (big-endian)
0x0009A4BBF5  ext2/3/4 superblock magic (@0x438)
0x0009A4C11E  JFFS2 node (big-endian)
0x0009A4E2DC  ext2/3/4 superblock magic (@0x438)
0x0009A52D5C  JFFS2 node (little-endian)
0x0009A623F1  JFFS2 node (little-endian)
0x0009A86C81  ext2/3/4 superblock magic (@0x438)
0x0009A8BC28  JFFS2 node (big-endian)
0x0009A99D83  JFFS2 node (big-endian)
0x0009AA266A  JFFS2 node (big-endian)
0x0009AA9034  ext2/3/4 superblock magic (@0x438)
0x0009AB34E6  JFFS2 node (little-endian)
0x0009AB7668  ext2/3/4 superblock magic (@0x438)
0x0009ACE86B  ext2/3/4 superblock magic (@0x438)
0x0009AD725A  JFFS2 node (big-endian)
0x0009ADBEF3  ext2/3/4 superblock magic (@0x438)
0x0009AF3C0D  ext2/3/4 superblock magic (@0x438)
0x0009B047E0  ext2/3/4 superblock magic (@0x438)
0x0009B0A1B9  ext2/3/4 superblock magic (@0x438)
0x0009B0A376  JFFS2 node (big-endian)
0x0009B25767  ext2/3/4 superblock magic (@0x438)
0x0009B2651C  JFFS2 node (big-endian)
0x0009B285E7  JFFS2 node (big-endian)
0x0009B2A353  ext2/3/4 superblock magic (@0x438)
0x0009B30E56  ext2/3/4 superblock magic (@0x438)
0x0009B3120F  JFFS2 node (little-endian)
0x0009B33C1D  JFFS2 node (big-endian)
0x0009B3F307  ext2/3/4 superblock magic (@0x438)
0x0009B42B61  ext2/3/4 superblock magic (@0x438)
0x0009B4CA0B  ext2/3/4 superblock magic (@0x438)
0x0009B54714  JFFS2 node (big-endian)
0x0009B556E1  ext2/3/4 superblock magic (@0x438)
0x0009B592D2  JFFS2 node (big-endian)
0x0009B59821  JFFS2 node (little-endian)
0x0009B59B7C  JFFS2 node (little-endian)
0x0009B73A67  JFFS2 node (little-endian)
0x0009B7AD68  JFFS2 node (big-endian)
0x0009B7D07E  ext2/3/4 superblock magic (@0x438)
0x0009B86418  JFFS2 node (little-endian)
0x0009B8977E  JFFS2 node (little-endian)
0x0009B8B512  ext2/3/4 superblock magic (@0x438)
0x0009B90AF6  JFFS2 node (little-endian)
0x0009B90AF7  JFFS2 node (big-endian)
0x0009B9103E  JFFS2 node (little-endian)
0x0009B9AF0F  JFFS2 node (big-endian)
0x0009BA0EC5  JFFS2 node (little-endian)
0x0009BA780D  JFFS2 node (big-endian)
0x0009BABCA2  JFFS2 node (big-endian)
0x0009BB5CD4  ext2/3/4 superblock magic (@0x438)
0x0009BB6630  JFFS2 node (little-endian)
0x0009BD42B9  JFFS2 node (little-endian)
0x0009BDAF91  ext2/3/4 superblock magic (@0x438)
0x0009BDEF9D  JFFS2 node (little-endian)
